,Year,Month,Area,Mean,Median,Minimum,Maximum,Q1,Q3,Lower Outliers,Upper Outliers
344,2009,12,PR,0.968,0.91,0.275,1.777,0.458,1.421,[],[]
345,2010,1,PR,1.616,1.052,1.032,2.764,1.042,1.908,[],[]
346,2010,2,PR,2.275,2.405,1.007,3.284,1.434,3.246,[],[]
347,2010,3,PR,3.515,2.885,0.797,4.161,2.239,4.161,[],[7.492]
348,2010,4,PR,3.396,3.2,3.195,3.792,3.198,3.496,[],[]
349,2010,5,PR,3.234,2.643,1.557,3.551,2.325,3.551,[],[6.092]
350,2010,6,PR,3.175,3.009,2.531,4.149,2.769,3.416,[],[]
351,2010,7,PR,2.281,2.067,1.594,2.409,1.938,2.409,[],[3.394]
352,2010,8,PR,2.547,2.552,2.374,2.71,2.421,2.678,[],[]
353,2010,9,PR,1.225,0.972,0.812,1.32,0.876,1.32,[],[2.144]
354,2010,10,PR,1.343,1.266,1.095,1.669,1.181,1.468,[],[]
355,2010,11,PR,1.516,1.296,0.595,2.877,0.885,1.927,[],[]
356,2010,12,PR,1.562,1.665,0.86,2.058,1.298,1.928,[],[]
357,2011,1,PR,1.703,1.61,0.858,2.736,0.895,2.418,[],[]
358,2011,2,PR,3.461,3.993,1.311,4.547,3.008,4.446,[],[]
359,2011,3,PR,3.093,3.441,1.298,4.193,2.414,4.121,[],[]
360,2011,4,PR,2.108,2.077,0.858,3.388,1.467,2.733,[],[]
361,2011,5,PR,1.752,1.936,0.802,2.334,1.549,2.139,[],[]
362,2011,6,PR,1.839,1.89,1.589,1.988,1.773,1.956,[],[]
363,2011,7,PR,2.943,2.768,2.472,3.04,2.672,3.04,[],[3.766]
364,2011,8,PR,4.063,3.809,3.757,4.622,3.783,4.216,[],[]
365,2011,9,PR,3.558,3.133,2.388,5.578,2.698,3.993,[],[]
366,2011,10,PR,1.838,2.037,1.102,2.375,1.57,2.206,[],[]
367,2011,11,PR,1.621,1.588,1.425,1.882,1.501,1.707,[],[]
368,2011,12,PR,1.227,1.514,0.652,1.516,1.083,1.515,[],[]
369,2012,1,PR,1.942,1.892,1.389,2.596,1.453,2.381,[],[]
370,2012,2,PR,1.556,1.515,0.914,2.277,1.012,2.059,[],[]
371,2012,3,PR,1.777,2.003,0.464,2.638,1.523,2.258,[],[]
372,2012,4,PR,1.66,1.583,1.34,1.731,1.511,1.731,[],[2.133]
373,2012,5,PR,2.971,2.857,2.652,3.406,2.754,3.131,[],[]
374,2012,6,PR,4.303,3.956,1.968,7.331,2.288,5.97,[],[]
375,2012,7,PR,2.795,2.706,2.235,3.534,2.364,3.137,[],[]
376,2012,8,PR,2.689,2.236,1.781,2.91,2.015,2.91,[],[4.504]
377,2012,9,PR,1.629,1.64,1.234,2.012,1.437,1.826,[],[]
378,2012,10,PR,1.556,1.534,1.004,2.15,1.103,1.987,[],[]
379,2012,11,PR,1.426,1.516,1.171,1.589,1.344,1.553,[],[]
380,2012,12,PR,1.847,1.77,1.302,2.47,1.536,2.12,[],[]
381,2013,1,PR,1.414,1.435,0.486,2.298,0.992,1.857,[],[]
382,2013,2,PR,2.195,2.481,0.923,2.895,1.813,2.863,[],[]
383,2013,3,PR,3.039,3.056,2.188,3.856,2.83,3.265,[],[]
384,2013,4,PR,2.374,2.392,1.857,2.875,2.124,2.633,[],[]
385,2013,5,PR,2.282,2.293,2.175,2.368,2.243,2.332,[],[]
386,2013,6,PR,2.286,2.182,2.082,2.592,2.132,2.387,[],[]
387,2013,7,PR,3.862,3.541,2.682,5.683,2.71,4.693,[],[]
388,2013,8,PR,2.585,2.833,2.517,2.949,2.517,2.901,[1.723],[]
389,2013,9,PR,2.526,2.347,2.146,2.598,2.275,2.598,[],[3.263]
390,2013,10,PR,1.527,1.54,0.58,2.462,1.06,2.001,[],[]
391,2013,11,PR,1.543,1.7,0.242,2.529,0.948,2.295,[],[]
392,2013,12,PR,1.862,1.807,1.643,2.188,1.728,1.941,[],[]
393,2014,1,PR,1.708,1.644,0.476,3.067,1.291,2.061,[],[]
394,2014,2,PR,1.93,1.949,1.66,2.161,1.735,2.143,[],[]
395,2014,3,PR,2.649,2.738,1.675,3.446,2.367,3.02,[],[]
396,2014,4,PR,2.653,3.115,1.215,3.63,2.165,3.372,[],[]
397,2014,5,PR,2.038,2.163,1.449,2.376,1.86,2.34,[],[]
398,2014,6,PR,3.792,3.071,2.578,6.448,2.617,4.246,[],[]
399,2014,7,PR,1.984,2.091,1.246,2.509,1.837,2.239,[],[]
400,2014,8,PR,1.711,1.716,1.307,2.105,1.464,1.963,[],[]
401,2014,9,PR,1.502,1.654,1.428,1.765,1.428,1.728,[0.936],[]
402,2014,10,PR,2.088,1.927,1.362,2.974,1.644,2.45,[],[]
403,2014,11,PR,1.013,1.061,0.363,1.566,0.678,1.396,[],[]
404,2014,12,PR,0.743,0.833,0.301,1.002,0.662,0.914,[],[]
405,2015,1,PR,1.748,1.753,1.636,1.856,1.695,1.804,[],[]
406,2015,2,PR,2.988,2.936,1.939,4.141,2.372,3.552,[],[]
407,2015,3,PR,3.235,2.949,2.043,3.463,2.721,3.463,[],[4.998]
408,2015,4,PR,2.039,2.521,0.297,3.3,1.409,2.91,[],[]
409,2015,5,PR,2.472,2.357,1.856,2.614,2.214,2.614,[],[3.32]
410,2015,6,PR,4.291,4.25,2.751,5.912,3.047,5.494,[],[]
411,2015,7,PR,2.767,2.878,1.937,3.376,2.381,3.264,[],[]
412,2015,8,PR,1.904,1.91,1.636,2.159,1.774,2.04,[],[]
413,2015,9,PR,1.435,0.762,0.637,2.905,0.699,1.834,[],[]
414,2015,10,PR,1.922,1.922,1.922,1.922,1.922,1.922,[],[]
415,2015,11,PR,2.063,2.063,2.063,2.063,2.063,2.063,[],[]
416,2015,12,PR,1.008,0.966,0.373,1.686,0.67,1.326,[],[]
417,2016,1,PR,3.052,3.11,2.176,3.813,2.769,3.394,[],[]
418,2016,2,PR,2.061,2.081,1.363,2.721,1.789,2.353,[],[]
419,2016,3,PR,2.587,2.432,2.162,3.322,2.272,2.747,[],[]
420,2016,4,PR,2.413,2.307,1.939,3.101,2.107,2.613,[],[]
421,2016,5,PR,2.516,2.591,1.951,3.007,2.271,2.799,[],[]
422,2016,6,PR,6.262,7.597,3.437,7.752,5.517,7.674,[],[]
423,2016,7,PR,7.038,7.038,6.984,7.092,7.011,7.065,[],[]
424,2016,8,PR,4.195,4.15,3.581,4.898,3.701,4.644,[],[]
425,2016,9,PR,2.793,3.087,2.611,3.7,2.611,3.27,[1.299],[]
426,2016,10,PR,2.779,2.654,1.917,3.89,2.355,3.078,[],[]
427,2016,11,PR,1.938,2.478,0.515,2.821,1.497,2.65,[],[]
428,2016,12,PR,2.209,2.378,1.98,3.179,1.98,2.607,[0.9],[]
429,2017,1,PR,0.866,0.88,0.404,1.301,0.471,1.275,[],[]
430,2017,2,PR,2.961,3.326,1.59,3.6,2.741,3.545,[],[]
431,2017,3,PR,1.403,1.498,0.169,2.445,0.862,2.039,[],[]
432,2017,4,PR,1.955,2.023,1.793,2.051,1.908,2.037,[],[]
433,2017,5,PR,2.278,2.067,1.987,2.346,1.999,2.346,[],[2.993]
434,2017,6,PR,3.745,3.898,2.068,5.117,2.779,4.864,[],[]
435,2017,7,PR,2.409,2.428,2.275,2.506,2.347,2.491,[],[]
436,2017,8,PR,2.354,2.286,1.902,2.941,2.123,2.517,[],[]
437,2017,9,PR,1.845,1.863,1.465,2.189,1.61,2.098,[],[]
438,2017,10,PR,2.677,2.677,2.677,2.677,2.677,2.677,[],[]
439,2017,11,PR,1.055,1.02,0.37,1.811,0.844,1.231,[],[]
440,2017,12,PR,0.939,0.91,0.463,1.472,0.666,1.182,[],[]
441,2018,1,PR,2.415,2.414,1.363,3.467,1.592,3.237,[],[]
442,2018,2,PR,1.906,2.034,1.585,2.099,1.809,2.066,[],[]
443,2018,3,PR,1.87,1.78,1.477,2.443,1.482,2.169,[],[]
444,2018,4,PR,3.03,2.651,2.615,3.823,2.633,3.237,[],[]
445,2018,5,PR,2.829,2.668,2.371,2.96,2.536,2.96,[],[3.606]
446,2018,6,PR,2.065,2.247,1.928,2.612,1.928,2.384,[1.153],[]
447,2018,7,PR,2.97,2.827,2.426,3.801,2.592,3.205,[],[]
448,2018,8,PR,2.046,2.071,1.905,2.138,2.001,2.116,[],[]
449,2018,9,PR,1.829,1.816,1.605,2.08,1.671,1.974,[],[]
450,2018,10,PR,1.615,1.458,1.351,2.038,1.404,1.748,[],[]
451,2018,11,PR,0.827,0.629,0.527,1.524,0.528,0.929,[],[]
452,2018,12,PR,1.284,1.59,1.2,1.742,1.2,1.674,[0.214],[]
453,2019,1,PR,1.529,1.52,0.946,2.129,1.359,1.689,[],[]
454,2019,2,PR,2.715,2.779,0.992,4.308,1.899,3.594,[],[]
455,2019,3,PR,2.737,2.367,1.726,4.488,1.775,3.329,[],[]
456,2019,4,PR,2.494,2.454,2.215,2.815,2.334,2.634,[],[]
457,2019,5,PR,2.478,2.413,1.578,3.507,1.994,2.897,[],[]
458,2019,6,PR,5.168,6.054,3.089,6.362,4.571,6.208,[],[]
459,2019,7,PR,2.665,2.662,2.282,3.055,2.408,2.919,[],[]
460,2019,8,PR,1.91,2.012,1.466,2.151,1.798,2.124,[],[]
461,2019,9,PR,1.871,1.871,1.745,1.996,1.808,1.934,[],[]
462,2019,10,PR,2.083,2.101,2.032,2.117,2.066,2.109,[],[]
463,2019,11,PR,1.882,1.917,0.993,2.7,1.567,2.231,[],[]
464,2019,12,PR,1.266,1.418,0.539,1.69,1.101,1.583,[],[]
465,2020,1,PR,1.101,1.064,0.558,1.716,0.768,1.397,[],[]
466,2020,2,PR,1.584,1.354,0.519,2.878,0.936,2.116,[],[]
467,2020,3,PR,2.27,2.257,1.966,2.602,1.98,2.548,[],[]
468,2020,4,PR,1.875,1.883,1.72,2.013,1.795,1.963,[],[]
469,2020,5,PR,1.957,1.984,1.804,2.084,1.894,2.034,[],[]
470,2020,6,PR,2.956,2.2,1.992,3.104,2.053,3.104,[],[5.434]
471,2020,7,PR,1.745,1.756,1.505,1.965,1.569,1.932,[],[]
472,2020,8,PR,3.033,2.412,1.776,4.912,2.094,3.662,[],[]
473,2020,9,PR,1.222,1.255,0.662,1.749,0.959,1.502,[],[]
474,2020,10,PR,1.574,1.58,1.341,1.792,1.412,1.742,[],[]
475,2020,11,PR,1.317,1.3,1.011,1.641,1.156,1.471,[],[]
476,2020,12,PR,2.312,2.359,1.634,2.943,1.996,2.651,[],[]
477,2021,1,PR,1.716,2.177,0.532,2.44,1.355,2.308,[],[]
478,2021,2,PR,3.004,2.953,1.482,4.627,2.243,3.714,[],[]
479,2021,3,PR,3.551,3.496,2.82,4.391,3.151,3.896,[],[]
480,2021,4,PR,2.254,2.241,1.636,2.886,1.939,2.564,[],[]
481,2021,5,PR,2.28,2.261,1.757,2.84,1.799,2.742,[],[]
482,2021,6,PR,2.127,2.448,2.084,2.559,2.084,2.491,[1.052],[]
483,2021,7,PR,2.437,2.374,1.973,3.026,2.157,2.654,[],[]
484,2021,8,PR,1.844,1.981,1.391,2.16,1.686,2.071,[],[]
485,2021,9,PR,1.661,1.661,1.645,1.677,1.653,1.669,[],[]
486,2021,10,PR,1.719,1.524,1.173,2.459,1.348,1.991,[],[]
487,2021,11,PR,1.802,1.882,1.27,2.173,1.543,2.141,[],[]
488,2021,12,PR,1.18,1.273,0.752,1.424,1.09,1.363,[],[]
489,2022,1,PR,2.547,2.274,2.07,2.658,2.163,2.658,[],[3.571]
490,2022,2,PR,2.24,1.967,1.499,3.526,1.732,2.475,[],[]
491,2022,3,PR,2.141,2.194,1.832,2.346,2.055,2.28,[],[]
492,2022,4,PR,2.833,2.833,2.74,2.927,2.786,2.88,[],[]
493,2022,5,PR,3.007,2.911,2.483,3.723,2.53,3.388,[],[]
494,2022,6,PR,5.071,5.04,4.879,5.296,4.959,5.168,[],[]
495,2022,7,PR,2.908,3.011,2.199,3.411,2.571,3.348,[],[]
496,2022,8,PR,3.164,3.044,1.894,4.675,2.149,4.059,[],[]
497,2022,9,PR,2.2,2.171,1.682,2.774,1.96,2.41,[],[]
498,2022,10,PR,2.141,2.034,1.891,2.497,1.963,2.265,[],[]
499,2022,11,PR,2.73,2.567,1.982,3.803,2.216,3.081,[],[]
500,2022,12,PR,3.212,3.359,1.756,4.373,2.402,4.17,[],[]
501,2023,1,PR,2.329,2.524,1.19,3.078,2.099,2.754,[],[]
502,2023,2,PR,2.687,2.807,1.809,3.325,2.214,3.281,[],[]
503,2023,3,PR,4.174,3.481,2.399,7.333,2.676,4.98,[],[]
504,2023,4,PR,2.658,2.824,1.571,3.58,2.197,3.202,[],[]
505,2023,5,PR,2.905,2.535,1.431,5.117,1.964,3.476,[],[]
506,2023,6,PR,2.812,2.882,2.037,3.446,2.562,3.132,[],[]
507,2023,7,PR,2.414,2.405,2.279,2.568,2.328,2.49,[],[]
508,2023,8,PR,2.36,2.459,1.745,2.776,2.11,2.709,[],[]
509,2023,9,PR,2.878,2.678,1.742,4.214,2.21,3.446,[],[]
510,2002,7,SC,3.393,3.28,2.378,3.958,2.627,3.533,[],[6.667]
511,2002,8,SC,3.189,2.916,2.182,4.101,2.483,3.497,[],[5.524]
512,2002,9,SC,2.518,2.528,1.537,2.925,2.157,2.828,[],[4.135]
513,2002,10,SC,1.48,1.46,1.021,2.036,1.077,1.808,[],[]
514,2002,11,SC,1.681,1.38,0.858,3.237,1.094,2.232,[],[]
515,2002,12,SC,1.255,1.084,0.243,2.879,0.817,1.642,[],[]
516,2003,1,SC,0.802,0.627,0.477,1.182,0.509,0.97,[],[1.906]
517,2003,2,SC,1.409,1.081,0.379,3.37,0.637,1.804,[],[]
518,2003,3,SC,1.437,1.299,0.524,2.384,0.821,2.291,[],[]
519,2003,4,SC,1.797,1.788,1.358,2.304,1.552,1.982,[],[]
520,2003,5,SC,2.236,2.338,1.634,2.733,1.955,2.564,[],[]
521,2003,6,SC,3.142,3.103,1.465,5.489,2.089,4.001,[],[]
522,2003,7,SC,3.479,3.527,2.781,4.181,3.091,3.744,[],[]
523,2003,8,SC,2.978,2.907,2.558,3.59,2.688,3.107,[],[3.786]
524,2003,9,SC,2.147,2.067,1.176,3.253,1.676,2.757,[],[]
525,2003,10,SC,1.432,1.671,0.185,2.566,0.89,1.966,[],[]
526,2003,11,SC,1.074,1.01,0.46,1.926,0.752,1.309,[],[]
527,2003,12,SC,0.955,0.876,0.299,1.039,0.622,1.012,[],"[2.081, 1.716]"
528,2004,1,SC,1.198,1.061,0.51,2.272,0.661,1.338,[],[2.917]
529,2004,2,SC,1.276,1.058,0.544,2.165,0.828,1.596,[],[2.955]
530,2004,3,SC,1.191,1.04,0.518,1.692,0.787,1.276,[],"[2.125, 2.521]"
531,2004,4,SC,1.667,1.379,0.798,3.177,1.108,2.181,[],[]
532,2004,5,SC,2.536,2.388,1.641,3.965,1.898,2.815,[],[]
533,2004,6,SC,2.179,2.179,1.13,3.392,1.577,2.547,[],[]
534,2004,7,SC,2.025,1.911,1.426,2.593,1.656,2.209,[],[3.249]
535,2004,8,SC,1.5,1.431,0.925,2.166,1.198,1.891,[],[]
536,2004,9,SC,1.594,1.482,1.013,2.78,1.333,1.944,[0.273],[]
537,2004,10,SC,1.684,1.594,0.677,3.357,1.231,2.093,[],[]
538,2004,11,SC,1.174,1.359,0.432,2.02,0.462,1.735,[],[]
539,2004,12,SC,1.082,0.798,0.267,2.083,0.708,1.436,[],[2.533]
540,2005,1,SC,1.138,1.069,0.653,1.602,0.862,1.276,[],[2.151]
541,2005,2,SC,1.123,0.852,0.45,2.038,0.615,1.623,[],[]
542,2005,3,SC,1.241,1.123,0.414,2.328,0.762,1.47,[],[2.803]
543,2005,4,SC,1.511,1.5,0.932,2.421,1.101,1.939,[],[]
544,2005,5,SC,2.077,1.862,1.249,2.62,1.594,2.251,[],[4.497]
545,2005,6,SC,1.875,1.679,0.912,3.079,1.377,2.41,[],[]
546,2005,7,SC,2.337,2.266,1.733,2.551,1.925,2.429,[],[4.468]
547,2005,8,SC,2.78,2.619,1.38,3.609,2.326,3.188,[],[4.716]
548,2005,9,SC,2.32,2.253,1.928,3.076,2.112,2.766,"[0.939, 0.893]",[4.221]
549,2005,10,SC,1.258,1.338,0.758,2.049,1.139,1.515,[0.128],[]
550,2005,11,SC,1.897,1.673,0.875,3.049,1.375,2.487,[],[]
551,2005,12,SC,1.028,0.798,0.403,2.068,0.511,1.329,[],[]
552,2006,1,SC,1.854,1.759,0.457,3.057,0.914,2.058,[],[6.156]
553,2006,2,SC,1.449,0.724,0.394,2.337,0.525,1.724,[],[6.63]
554,2006,3,SC,1.09,0.887,0.383,1.678,0.492,1.245,[],"[2.463, 2.592]"
555,2006,4,SC,1.627,1.641,0.842,1.71,1.356,1.71,[0.578],"[2.879, 2.356]"
556,2006,5,SC,1.782,1.63,1.488,2.34,1.581,2.063,[],[]
557,2006,6,SC,2.03,2.067,1.452,2.484,1.739,2.312,[],[]
558,2006,7,SC,2.176,2.151,1.382,3.174,1.735,2.559,[],[]
559,2006,8,SC,2.588,2.554,1.737,3.157,2.378,2.825,[1.299],"[3.723, 3.548]"
560,2006,9,SC,1.78,1.725,1.328,2.566,1.593,2.034,[0.763],[]
561,2006,10,SC,1.423,1.325,0.645,2.19,1.146,1.875,[],[]
562,2006,11,SC,1.743,1.451,0.36,2.65,0.801,2.14,[],[5.462]
563,2006,12,SC,1.649,1.402,0.606,3.384,0.872,2.333,[],[]
564,2007,1,SC,0.874,0.774,0.405,1.667,0.492,1.178,[],[]
565,2007,2,SC,0.952,0.864,0.242,2.14,0.54,1.336,[],[]
566,2007,3,SC,1.545,1.363,0.415,2.865,0.904,2.3,[],[]
567,2007,4,SC,1.567,1.606,0.641,2.197,1.304,2.022,[],[]
568,2007,5,SC,2.366,2.155,1.157,3.829,1.841,2.694,[],[4.356]
569,2007,6,SC,4.39,3.833,2.539,7.441,2.978,5.42,[],[]
570,2007,7,SC,6.325,6.095,5.195,7.915,5.234,7.186,[],[]
571,2007,8,SC,4.227,3.903,1.222,7.593,3.282,5.063,[],[]
572,2007,9,SC,2.876,2.605,1.725,3.651,2.434,3.046,[],[5.482]
573,2007,10,SC,1.701,1.244,0.595,3.408,0.87,2.742,[],[]
574,2007,11,SC,1.546,1.106,0.526,1.808,0.991,1.595,[],"[4.636, 2.523]"
575,2007,12,SC,0.992,0.599,0.308,2.398,0.426,1.631,[],[]
576,2008,1,SC,0.898,0.82,0.33,0.922,0.641,0.892,[],"[2.241, 1.488]"
577,2008,2,SC,2.591,2.513,0.747,5.066,1.155,3.209,[],[6.364]
578,2008,3,SC,2.123,1.956,0.571,4.51,1.114,2.911,[],[]
579,2008,4,SC,2.27,2.092,0.764,3.787,1.436,2.607,[],[4.914]
580,2008,5,SC,2.524,2.378,1.524,3.474,2.003,2.672,[],[4.252]
581,2008,6,SC,2.488,2.55,1.914,3.29,2.295,2.761,[1.482],[]
582,2008,7,SC,2.045,2.075,1.112,3.315,1.4,2.411,[],[]
583,2008,8,SC,1.892,1.934,0.652,2.802,1.603,2.395,[],[]
584,2008,9,SC,1.917,1.782,1.565,2.03,1.654,1.948,[1.187],"[2.931, 2.878]"
585,2008,10,SC,1.494,1.282,0.915,2.199,1.179,1.659,[],[2.67]
586,2008,11,SC,1.804,1.717,0.414,2.946,0.707,2.268,[],[4.659]
587,2008,12,SC,1.614,1.539,0.378,2.999,1.124,2.036,[],[]
588,2009,1,SC,2.29,2.215,1.014,4.251,1.452,3.04,[],[]
589,2009,2,SC,1.871,1.556,0.446,3.278,0.975,2.998,[],[]
590,2009,3,SC,1.65,1.159,0.484,3.549,0.677,2.8,[],[]
591,2009,4,SC,1.895,1.539,0.899,3.893,1.292,2.507,[],[]
592,2009,5,SC,1.849,1.74,1.276,2.963,1.342,2.168,[],[]
593,2009,6,SC,2.261,2.21,1.738,2.811,1.973,2.345,[],[3.09]
594,2009,7,SC,2.207,2.128,1.578,2.465,1.787,2.341,[],"[3.285, 3.448]"
595,2009,8,SC,2.385,2.237,1.281,3.271,1.897,2.741,[],[4.429]
596,2009,9,SC,1.603,1.545,0.305,2.545,1.084,1.948,[],[3.282]
597,2009,10,SC,2.195,1.646,1.016,3.892,1.478,3.381,[],[]
598,2009,11,SC,1.33,0.893,0.17,2.693,0.475,1.641,[],[4.747]
599,2009,12,SC,1.244,1.302,0.397,2.279,0.836,1.463,[],[]
600,2010,1,SC,1.187,0.562,0.379,2.883,0.458,2.058,[],[]
601,2010,2,SC,1.707,1.364,0.375,3.742,0.971,2.203,[],[4.226]
602,2010,3,SC,2.067,1.772,0.669,3.048,1.317,2.465,[],"[4.194, 4.272]"
603,2010,4,SC,2.664,2.221,1.443,4.677,1.813,3.479,[],[]
604,2010,5,SC,2.19,1.486,1.007,3.522,1.418,2.525,[],[6.206]
605,2010,6,SC,2.487,2.338,1.35,4.411,1.604,3.124,[],[]
606,2010,7,SC,2.146,2.121,1.411,2.69,1.92,2.451,[],[]
607,2010,8,SC,2.451,2.464,1.794,3.032,2.108,2.813,[],[]
608,2010,9,SC,1.818,1.853,0.843,2.66,1.504,2.227,[],[]
609,2010,10,SC,1.339,1.317,0.785,2.395,0.98,1.605,[],[]
610,2010,11,SC,1.216,0.915,0.491,2.353,0.609,1.376,[],[3.152]
611,2010,12,SC,1.232,0.863,0.259,1.988,0.591,1.27,[],"[4.254, 2.509]"
612,2011,1,SC,1.349,1.281,0.49,1.862,0.778,1.772,[],[3.267]
613,2011,2,SC,1.562,1.039,0.479,4.194,0.967,2.328,[],[]
614,2011,3,SC,1.973,1.397,0.607,3.398,0.98,2.158,[],"[5.135, 4.735]"
615,2011,4,SC,1.451,1.419,0.574,3.269,0.683,2.109,[],[]
616,2011,5,SC,1.774,1.482,0.853,3.088,1.175,2.633,[],[]
617,2011,6,SC,2.071,2.116,1.475,3.075,1.86,2.405,[0.613],[]
618,2011,7,SC,3.902,3.652,2.124,6.703,2.896,4.792,[],[]
619,2011,8,SC,3.363,2.862,2.071,6.537,2.218,4.395,[],[]
620,2011,9,SC,2.5,2.192,1.217,3.55,1.668,2.725,[],[5.606]
621,2011,10,SC,1.976,2.058,0.789,3.121,1.49,2.522,[],[]
622,2011,11,SC,1.451,1.147,0.588,2.599,1.013,1.996,[],[]
623,2011,12,SC,1.064,0.888,0.424,2.094,0.628,1.501,[],[]
624,2012,1,SC,1.697,1.402,0.569,2.165,1.161,1.933,[],"[3.357, 3.615]"
625,2012,2,SC,1.688,1.655,0.438,2.745,0.904,2.503,[],[]
626,2012,3,SC,1.689,1.568,0.763,2.644,1.104,2.352,[],[]
627,2012,4,SC,1.313,1.164,0.562,2.48,0.849,1.889,[],[]
628,2012,5,SC,1.841,1.228,0.843,4.376,1.077,2.458,[],[]
629,2012,6,SC,2.801,2.494,1.287,4.713,1.817,3.181,[],[6.287]
630,2012,7,SC,3.064,2.963,1.835,4.595,2.501,3.651,[],[]
631,2012,8,SC,3.084,2.53,1.494,5.146,2.08,3.352,[],[6.83]
632,2012,9,SC,2.379,2.128,0.534,3.889,1.307,2.68,[],[6.414]
633,2012,10,SC,1.973,1.329,0.643,3.205,0.992,2.229,[],[5.921]
634,2012,11,SC,1.568,1.662,0.594,2.188,1.257,1.95,[],[]
635,2012,12,SC,0.965,0.729,0.266,2.041,0.474,1.423,[],[]
636,2013,1,SC,1.03,0.988,0.412,2.037,0.695,1.29,[],[]
637,2013,2,SC,1.537,0.933,0.359,3.105,0.578,1.716,[],"[4.127, 4.316]"
638,2013,3,SC,2.024,1.643,0.37,3.447,1.264,2.577,[],[4.962]
639,2013,4,SC,1.676,1.579,0.628,3.765,0.96,2.349,[],[]
640,2013,5,SC,2.173,2.404,1.141,3.328,1.332,2.764,[],[]
641,2013,6,SC,2.489,2.378,1.35,3.42,2.014,2.645,[],[4.499]
642,2013,7,SC,3.933,3.765,2.409,5.033,3.146,4.41,[],[6.599]
643,2013,8,SC,3.83,3.667,2.656,4.671,3.315,4.243,[],[6.265]
644,2013,9,SC,3.332,3.299,1.418,5.53,2.556,3.87,[],[]
645,2013,10,SC,1.907,1.795,1.172,2.223,1.638,2.09,[],[3.073]
646,2013,11,SC,1.703,1.759,0.329,3.237,1.124,2.25,[],[]
647,2013,12,SC,1.073,0.884,0.348,2.07,0.486,1.649,[],[]
648,2014,1,SC,1.409,1.051,0.336,2.858,0.484,1.826,[],[4.203]
649,2014,2,SC,1.474,1.751,0.51,2.702,0.976,1.808,[],[]
650,2014,3,SC,1.702,1.331,0.532,3.562,0.978,2.247,[],[]
651,2014,4,SC,1.403,1.214,0.718,2.491,0.996,1.704,[],[]
652,2014,5,SC,1.997,1.721,0.747,3.016,1.142,2.48,[],[4.965]
653,2014,6,SC,2.863,2.67,1.675,4.695,1.804,3.809,[],[]
654,2014,7,SC,2.687,2.192,1.289,3.115,2.015,2.733,[],[7.596]
655,2014,8,SC,2.591,2.431,1.858,4.423,2.009,2.994,[],[]
656,2014,9,SC,2.157,1.776,0.857,3.995,1.399,2.592,[],[4.555]
657,2014,10,SC,2.185,2.067,1.247,3.882,1.574,2.764,[],[]
658,2014,11,SC,1.252,1.037,0.674,1.875,0.898,1.495,[],[2.463]
659,2014,12,SC,1.41,1.502,0.282,2.762,0.968,1.72,[],[]
660,2015,1,SC,1.256,0.959,0.497,1.874,0.709,1.421,[],"[3.126, 2.568]"
661,2015,2,SC,1.942,1.646,0.631,2.882,0.911,2.457,[],[5.539]
662,2015,3,SC,1.611,1.13,0.654,2.977,0.767,1.976,[],[4.935]
663,2015,4,SC,1.591,1.076,0.613,1.186,0.805,1.186,[],"[3.261, 4.523]"
664,2015,5,SC,2.183,2.003,0.888,2.784,1.805,2.461,[],[4.614]
665,2015,6,SC,3.299,2.504,1.475,6.43,2.211,4.014,[],[6.797]
666,2015,7,SC,3.128,3.32,1.82,5.175,2.135,3.858,[],[]
667,2015,8,SC,2.173,2.177,1.51,2.807,1.867,2.489,[],[]
668,2015,9,SC,2.591,2.289,1.511,4.152,1.933,3.011,[],[]
669,2015,10,SC,1.052,0.713,0.574,2.181,0.649,1.457,[],[]
670,2015,11,SC,1.418,0.993,0.335,2.868,0.449,1.689,[],[4.683]
671,2015,12,SC,0.777,0.513,0.29,1.45,0.394,1.055,[],[2.047]
672,2016,1,SC,2.13,1.29,0.608,4.759,0.924,3.327,[],[]
673,2016,2,SC,1.44,1.023,0.614,3.509,0.66,2.003,[],[]
674,2016,3,SC,2.131,1.383,0.823,4.413,0.98,3.67,[],[]
675,2016,4,SC,2.294,2.103,0.501,4.865,1.609,3.23,[],[]
676,2016,5,SC,3.958,4.323,3.176,5.746,3.428,4.911,[0.961],[]
677,2016,6,SC,6.941,6.934,6.375,7.523,6.607,7.268,[],[]
678,2016,7,SC,5.912,5.57,4.374,7.936,5.049,6.703,[],[]
679,2016,8,SC,4.829,5.394,3.641,6.443,4.499,5.703,[1.129],[]
680,2016,9,SC,3.658,4.175,1.124,5.635,2.887,4.635,[],[]
681,2016,10,SC,2.113,1.74,0.831,2.57,1.577,2.551,[],[5.263]
682,2016,11,SC,1.703,1.407,0.596,3.14,1.083,2.154,[],[]
683,2016,12,SC,1.235,0.859,0.587,2.63,0.682,1.539,[],[]
684,2017,1,SC,1.071,0.696,0.421,2.293,0.6,1.517,[],[]
685,2017,2,SC,1.672,1.381,0.375,3.244,0.961,2.476,[],[]
686,2017,3,SC,1.469,1.317,0.973,2.327,1.092,1.753,[],[]
687,2017,4,SC,1.729,1.542,0.971,2.639,1.388,2.256,[],[]
688,2017,5,SC,1.651,1.463,0.513,2.548,1.053,2.099,[],[3.675]
689,2017,6,SC,3.184,2.678,1.313,3.813,2.245,3.393,[],"[6.516, 6.27]"
